business_date,run_age_bd,daily_dir_size_bytes,daily_file_count,day_completion_status,total_elapsed_seconds,elapsed_market_refresh_seconds,elapsed_morning_seconds,elapsed_sell_planning_seconds,elapsed_data_readiness_seconds,elapsed_submit_seconds,elapsed_execution_seconds,elapsed_current_valuation_refresh_seconds,elapsed_runtime_state_refresh_seconds,regime,market_trend_state,breadth_state,confidence,equity,daily_pnl,daily_return,cash,market_value,exposure,position_count,pc_member_count,bq_positive_count,capitalized_pc_member_count,prior_exit_lineage_row_count,reentry_suppressed_count,old_gt120bd_reentry_suppressed_count,unknown_context_reentry_suppressed_count,prior_exit_target_zero_count,positive_add_count
2022-11-25,37,123505961,126,PASS,88.775902,56.681716,13.920603,2.440938,2.061119,7.97904,1.687024,2.427972,1.57749,BULL,BULL,STRONG,0.977479892761,1177170.0,52480.0,0.04666175,52480.0,1124690.0,0.955419,15,54,37,16,16,15,0,5,15,0
2022-11-28,38,114200025,126,PASS,80.051797,56.91785,11.558739,2.405896,1.855252,1.766888,1.544998,2.420674,1.5815,BULL,BULL,STRONG,0.974099318403,1195330.0,18160.0,0.01542683,57580.0,1137750.0,0.951829,15,54,36,16,16,14,0,5,16,0
2022-11-29,39,119391528,126,PASS,89.282044,57.217204,13.927183,2.580286,1.812185,8.049269,1.668182,2.448593,1.579142,BULL,BULL,STRONG,0.979209621993,1188310.0,-7020.0,-0.00587286,57580.0,1130730.0,0.951545,15,55,33,17,13,11,0,4,13,0
2022-11-30,40,105701656,126,PASS,89.408235,57.519919,11.570081,2.339667,3.802514,8.259415,1.74258,2.576704,1.597355,BULL,BULL,STRONG,0.983210964268,1175410.0,-12900.0,-0.01085575,,1175410.0,1.0,16,55,35,16,13,11,0,4,12,0
2022-12-01,41,125339437,126,PASS,92.424045,58.260338,14.996899,2.472939,2.211768,8.388758,1.818481,2.656778,1.618084,BULL,BULL,STRONG,0.983732876712,1156940.0,-18470.0,-0.01571367,,1156940.0,1.0,15,57,38,16,13,12,0,6,13,0
2022-12-02,42,119841252,126,PASS,100.211404,58.377045,17.61014,2.837343,2.224863,13.418509,1.738291,2.433221,1.571992,BULL,BULL,NEUTRAL,0.980712021458,1191550.0,34610.0,0.02991512,34609.99999999999,1156940.0,0.970954,14,56,44,17,12,12,0,6,12,0
2022-12-05,43,131964805,126,PASS,100.561121,58.683139,19.795333,2.647287,2.077106,11.216211,1.799994,2.692154,1.649897,BULL,BULL,STRONG,0.98258961229,894930.0,-296620.0,-0.24893626,,894930.0,1.0,12,56,42,16,12,11,0,6,12,0
2022-12-06,44,124717589,126,PASS,100.97866,58.653599,17.962585,2.620167,2.25723,13.561507,1.771633,2.509393,1.642546,RANGE,RANGE,NEUTRAL,0.982469923889,1183060.0,288130.0,0.32195814,288130.0,894930.0,0.756454,11,54,40,12,12,11,0,5,12,0
2022-12-07,45,115610166,126,PASS,108.039661,59.056099,19.584534,2.698237,2.066599,18.751921,1.770571,2.517072,1.594628,RANGE,RANGE,NEUTRAL,0.984872298625,1189830.0,6770.0,0.00572245,149130.0,1040700.0,0.874663,10,55,40,13,14,13,0,4,14,0
2022-12-08,46,117989923,126,PASS,107.252675,58.527771,21.784025,2.696966,2.05077,16.294662,1.758264,2.534716,1.605501,RANGE,RANGE,NEUTRAL,0.981760078663,1165330.0,-24500.0,-0.02059118,270480.0,894850.0,0.767894,10,55,43,13,15,14,0,6,14,0
2022-12-09,47,131717180,126,PASS,102.511467,58.668802,19.251185,2.656306,1.879562,13.745193,1.889566,2.785248,1.635605,RANGE,RANGE,NEUTRAL,0.983194512494,1065070.0,-100260.0,-0.08603572,,1065070.0,1.0,11,55,39,13,13,13,0,6,13,0
2022-12-12,48,127680265,126,PASS,97.812439,58.584831,17.53933,2.564806,2.119679,11.127117,1.758069,2.509244,1.609363,RECOVERY,RECOVERY,NEUTRAL,0.985494880546,1180920.0,115850.0,0.10877219,115850.0,1065070.0,0.901899,11,56,39,12,14,14,0,7,14,0
2022-12-13,49,120690961,126,PASS,95.111352,59.469597,16.40107,2.478473,2.037201,8.617944,1.804212,2.68639,1.616465,RECOVERY,RECOVERY,NEUTRAL,0.983190394511,1103040.0,-77880.0,-0.06594858,,1103040.0,1.0,12,55,39,14,14,14,0,5,14,0
2022-12-14,50,127782202,126,PASS,103.158383,59.20485,18.331726,2.75582,2.149122,13.947513,1.752522,3.428518,1.588312,RECOVERY,RECOVERY,NEUTRAL,0.983006375674,1184620.0,81580.0,0.07395924,81580.0,1103040.0,0.931134,11,56,39,13,15,15,0,5,15,0
2022-12-15,51,113054020,126,PASS,100.938466,59.766393,19.552491,2.543582,2.041387,11.142861,1.759548,2.530765,1.601439,RECOVERY,RECOVERY,NEUTRAL,0.982512858193,1200030.0,15410.0,0.01300839,132420.0,1067610.0,0.889653,11,56,33,14,16,16,0,5,16,0
2022-12-16,52,130823314,126,PASS,104.474424,59.760945,22.111388,2.689996,2.021204,11.524449,1.904146,2.823865,1.638431,RANGE,RANGE,NEUTRAL,0.98017578125,1059510.0,-140520.0,-0.11709707,,1059510.0,1.0,11,58,41,15,16,16,0,6,16,0
2022-12-19,53,135381066,126,PASS,98.160604,59.927869,15.825308,2.769636,2.266638,11.499074,1.736208,2.547325,1.588546,CORRECTION,CORRECTION,NEUTRAL,0.981924482339,1189380.0,129870.0,0.12257553,129870.0,1059510.0,0.890809,9,58,46,12,15,15,0,4,15,0
2022-12-20,54,129663078,126,PASS,124.331094,60.259995,27.761474,3.055524,4.553635,22.592893,1.822742,2.655176,1.629655,BEAR,BEAR,WEAK,0.979152542373,402400.0,-786980.0,-0.66167247,,402400.0,1.0,3,57,46,9,13,12,0,1,13,0
2022-12-21,55,140201498,126,PASS,153.696164,60.650176,42.067425,2.86443,4.573924,36.988882,2.128913,2.754441,1.667973,BEAR,BEAR,WEAK,0.978278787879,586720.0,184320.0,0.45805169,,586720.0,1.0,12,53,49,16,14,14,0,2,14,0
2022-12-22,56,118038349,126,PASS,115.109531,60.736191,20.622011,2.721318,4.824023,20.140614,1.827405,2.614339,1.62363,BEAR,BEAR,WEAK,0.982610813444,1151380.0,564660.0,0.96240115,564660.0,586720.0,0.50958,11,55,48,13,14,14,0,3,14,0
2022-12-23,57,120013737,126,PASS,100.832472,60.915774,14.749474,2.71683,4.768091,11.737735,1.778436,2.544101,1.622031,BEAR,BEAR,WEAK,0.983163265306,1168650.0,17270.0,0.01499939,472350.0,696300.0,0.595816,11,55,46,13,15,15,0,2,15,0
2022-12-26,58,132709627,126,PASS,106.931776,61.050359,19.820223,2.935576,4.780317,11.959362,1.903157,2.812382,1.6704,BEAR,BEAR,WEAK,0.983583172147,780500.0,-388150.0,-0.33213537,,780500.0,1.0,11,54,46,14,14,14,0,2,14,0
2022-12-27,59,121308077,126,PASS,105.625549,61.398632,15.608651,2.865255,4.947898,14.819737,1.790324,2.566421,1.628631,BEAR,BEAR,WEAK,0.983163265306,1161650.0,381150.0,0.48834081,381150.0,780500.0,0.671889,10,56,48,12,14,13,0,2,14,0
2022-12-28,60,130695950,126,PASS,116.068471,61.469997,23.05169,2.856161,4.892783,17.754001,1.809557,2.619251,1.615031,BEAR,BEAR,WEAK,0.980879864636,1165700.0,4050.0,0.00348642,367550.0,798150.0,0.684696,10,57,47,13,15,15,0,2,15,0
2022-12-29,61,123442295,126,PASS,115.746049,62.253254,20.90702,2.863257,4.930763,17.724136,1.838879,3.595653,1.633087,BEAR,BEAR,WEAK,0.984176904177,1162300.0,-3400.0,-0.0029167,523050.0,639250.0,0.549987,10,57,47,12,17,17,0,1,17,0
2022-12-30,62,123567395,126,PASS,118.80591,61.608262,22.137949,2.962563,4.965652,20.910423,1.883,2.688258,1.649803,BEAR,BEAR,WEAK,0.984778890789,1157200.0,-5100.0,-0.00438785,460550.0,696650.0,0.602013,7,56,46,10,17,16,0,3,16,0
2023-01-04,63,123284764,126,PASS,117.128075,62.209036,22.412944,2.718582,5.032719,17.639906,1.850973,3.629803,1.634112,BEAR,BEAR,WEAK,0.986545012165,1158100.0,900.0,0.00077774,629150.0,528950.0,0.456739,9,56,46,11,20,20,0,3,20,0
2023-01-05,64,120772749,126,PASS,110.870603,62.46504,18.571689,2.748946,5.101097,14.894157,1.818361,3.64011,1.631203,BEAR,BEAR,WEAK,0.980092367526,1156830.0,-1270.0,-0.00109662,449350.0,707480.0,0.611568,8,56,43,10,18,17,0,4,17,0
2023-01-06,65,139141342,126,PASS,114.059875,62.499924,20.336005,2.767496,5.11245,15.666145,1.992927,3.9418,1.743128,BEAR,BEAR,WEAK,0.981898023908,636500.0,-520330.0,-0.44978951,,636500.0,1.0,9,56,44,11,18,17,0,4,17,0
2023-01-10,66,121825147,126,PASS,116.480162,63.303076,20.632983,2.930657,5.40631,18.075885,1.863412,2.634872,1.632967,BEAR,BEAR,WEAK,0.974787052811,1154050.0,517550.0,0.81311862,517550.0,636500.0,0.551536,11,55,46,12,17,17,0,4,17,0
2023-01-11,67,127696986,126,PASS,108.829952,63.991625,16.632976,2.881796,5.413617,12.718483,1.849604,3.695055,1.646796,BEAR,BEAR,WEAK,0.980817225349,1154090.0,40.0,3.466e-05,430330.0,723760.0,0.627126,9,56,47,11,20,20,0,4,20,0
2023-01-12,68,126190920,126,PASS,109.346943,64.209053,17.588246,2.698021,5.374445,12.918695,1.953342,2.881365,1.723776,BEAR,BEAR,WEAK,0.984364261168,794490.0,-359600.0,-0.31158748,,794490.0,1.0,11,54,46,12,17,17,0,4,17,0
2023-01-13,69,128085512,126,PASS,115.624511,64.080934,17.978923,2.98648,5.487731,18.861595,1.865071,2.70657,1.657207,BEAR,BEAR,WEAK,0.982529973085,1155470.0,360980.0,0.45435437,360980.0,794490.0,0.68759,7,54,47,9,17,17,0,5,17,0
2023-01-16,70,131470572,126,PASS,108.648593,63.722281,17.759934,2.490883,5.373436,12.862543,1.913732,2.828579,1.697205,BEAR,BEAR,WEAK,0.978172959805,819680.0,-335790.0,-0.29060902,,819680.0,1.0,9,54,45,10,21,21,0,4,21,0
2023-01-17,71,123110790,126,PASS,112.299881,63.472111,20.838414,2.826331,5.482793,13.401756,1.94774,2.682033,1.648703,BEAR,BEAR,WEAK,0.984482758621,1155260.0,335580.0,0.40940367,335580.0,819680.0,0.70952,9,54,45,12,20,20,0,4,20,0
2023-01-18,72,135320285,126,PASS,142.947905,64.658769,35.238732,2.944666,5.4404,28.276991,1.985044,2.750663,1.65264,RANGE,RANGE,WEAK,0.980669599218,788020.0,-367240.0,-0.31788515,,788020.0,1.0,12,55,40,17,21,17,0,4,17,0
2023-01-19,73,127159424,126,PASS,135.838649,64.249045,28.675173,3.06523,5.557844,27.937466,1.986473,2.717302,1.650116,RANGE,RANGE,WEAK,0.982306748466,798140.0,10120.0,0.01284231,,798140.0,1.0,14,55,44,17,19,19,0,5,19,0
2023-01-20,74,127071077,126,PASS,136.385582,65.099933,29.543959,3.34421,5.618924,25.469359,1.948855,3.731438,1.628904,RECOVERY,RECOVERY,NEUTRAL,0.984273504274,1179020.0,380880.0,0.47720951,380880.0,798140.0,0.676952,14,56,44,18,20,18,0,7,18,0
2023-01-23,75,133011845,126,PASS,139.56467,64.227319,28.37087,3.272252,1.939616,35.342271,2.063181,2.721321,1.62784,BULL,BULL,STRONG,0.986037460472,1188230.0,9210.0,0.00781157,246280.0,941950.0,0.792734,13,57,39,15,20,19,0,7,19,0
2023-01-24,76,140206701,126,PASS,112.970062,64.264063,20.976525,2.615851,1.996122,16.500004,1.992331,2.92242,1.702746,BULL,BULL,STRONG,0.978571428571,1120130.0,-68100.0,-0.05731214,,1120130.0,1.0,16,57,39,17,19,17,0,6,19,0
2023-01-25,77,148035173,126,PASS,105.196939,64.83442,15.679913,2.7087,2.140604,13.272662,1.990395,2.86601,1.704235,BULL,BULL,STRONG,0.982529682578,1073770.0,-46360.0,-0.04138805,,1073770.0,1.0,14,58,37,15,17,17,0,7,17,0
2023-01-26,78,137756701,126,PASS,91.821782,65.156868,14.286104,2.560788,2.102633,1.842981,1.623938,2.612074,1.636396,BULL,BULL,STRONG,0.983780487805,1216780.0,143010.0,0.13318495,143010.0,1073770.0,0.882468,14,59,37,15,18,18,0,7,18,0
2023-01-27,79,134229005,126,PASS,102.56817,65.514425,14.664958,2.680796,1.929636,10.152238,1.915219,3.986052,1.724846,BULL,BULL,STRONG,0.987484692628,1013000.0,-203780.0,-0.16747481,,1013000.0,1.0,13,59,32,14,18,17,0,7,18,0
2023-01-30,80,134359480,126,PASS,119.861475,65.522215,21.802274,2.589602,2.234058,20.043837,1.970457,4.000963,1.698069,BULL,BULL,STRONG,0.98906783797,1152550.0,139550.0,0.13775913,,1152550.0,1.0,15,58,33,15,18,17,0,7,18,0
2023-01-31,81,136346643,126,PASS,106.841248,65.46523,16.763177,2.806244,2.237272,13.417049,1.834724,2.666326,1.651226,BULL,BULL,STRONG,0.983856722277,1231220.0,78670.0,0.06825734,78670.0,1152550.0,0.936104,15,59,33,16,20,20,0,8,20,1
2023-02-01,82,132552161,126,PASS,117.468226,65.991932,22.827846,3.459006,2.090712,16.884683,1.920062,2.700132,1.593853,BULL,BULL,STRONG,0.986989483981,1229680.0,-1540.0,-0.00125079,71690.0,1157990.0,0.9417,14,60,42,16,20,19,0,10,20,1
2023-02-02,83,138476628,126,PASS,125.76605,66.183158,27.753362,2.836972,2.026007,19.213895,1.997865,4.038999,1.715792,BULL,BULL,STRONG,0.984745347698,1163200.0,-66480.0,-0.05406285,,1163200.0,1.0,15,60,35,17,19,19,0,6,19,0
2023-02-03,84,142921957,130,PASS,109.701329,66.500307,17.682866,2.832497,6.337628,9.259452,1.719589,3.71896,1.65003,BULL,BULL,STRONG,0.985313491095,1232710.0,69510.0,0.05975757,69510.0,1163200.0,0.943612,15,61,37,16,17,16,0,6,17,0
2023-02-06,85,125665256,126,PASS,126.636891,66.795582,29.955576,3.280396,2.090385,17.102591,1.923591,3.82701,1.66176,BULL,BULL,STRONG,0.983772571986,1231790.0,-920.0,-0.00074632,69510.0,1162280.0,0.94357,14,61,38,20,18,18,0,8,18,0
2023-02-07,86,142772245,126,PASS,116.623213,68.316764,20.125008,3.065465,2.15272,14.717359,2.187318,4.326163,1.732416,BULL,BULL,STRONG,0.983370071026,949690.0,-282100.0,-0.22901631,,949690.0,1.0,14,60,40,16,20,18,0,6,20,0
2023-02-08,87,157055859,126,PASS,127.457418,67.661018,25.809341,3.026127,2.381552,21.068463,2.12996,3.565724,1.815233,BULL,BULL,STRONG,0.981678082192,1124230.0,174540.0,0.18378629,,1124230.0,1.0,16,59,38,18,17,16,0,6,16,0
2023-02-09,88,136155789,126,PASS,122.23701,67.79208,21.675204,3.165083,2.335633,20.895902,1.975014,2.724202,1.673892,BULL,BULL,STRONG,0.981461500736,1259700.0,135470.0,0.12050025,135470.0,1124230.0,0.892459,16,60,34,17,15,15,0,5,15,0
2023-02-10,89,128017800,126,PASS,110.656207,67.415666,17.666231,2.831592,1.933241,14.226926,2.011323,2.867849,1.703379,BULL,BULL,STRONG,0.981117861482,1187350.0,-72350.0,-0.05743431,,1187350.0,1.0,16,58,30,17,15,14,0,4,15,0
2023-02-13,90,135060543,126,PASS,132.955829,67.832361,27.032329,3.383049,2.038128,24.798502,2.077018,4.084257,1.710185,BULL,BULL,STRONG,0.984172137126,1257390.0,70040.0,0.0589885,70040.0,1187350.0,0.944297,14,58,34,17,12,11,0,3,11,1
2023-02-14,91,126114454,126,PASS,125.376705,68.522466,22.809764,3.167186,2.160785,21.169215,1.975959,3.908894,1.662436,BULL,BULL,STRONG,0.978855054811,1249300.0,-8090.0,-0.00643396,229270.0,1020030.0,0.816481,15,56,36,17,17,16,0,3,17,0
2023-02-15,92,138710536,126,PASS,122.858897,68.636536,21.292271,3.215246,2.112836,21.217947,1.965081,2.756299,1.662681,BULL,BULL,STRONG,0.982081911263,1239070.0,-10230.0,-0.00818859,117970.0,1121100.0,0.904791,12,57,44,15,17,16,0,4,17,1
2023-02-16,93,142844531,126,PASS,112.869481,68.083057,22.250931,2.919121,1.96749,10.847792,2.047672,3.02124,1.732178,BULL,BULL,STRONG,0.979980444879,1172770.0,-66300.0,-0.05350787,,1172770.0,1.0,13,56,45,16,17,15,0,3,16,0
2023-02-17,94,151216431,126,PASS,120.051857,69.295648,23.678724,3.08156,2.398433,14.86566,2.01338,2.992248,1.726204,BULL,BULL,STRONG,0.985131835937,1109250.0,-63520.0,-0.05416237,,1109250.0,1.0,13,56,38,15,17,14,0,4,16,0
2023-02-20,95,138445365,126,PASS,129.418062,69.85061,29.428905,3.210245,2.376884,18.109992,1.988692,2.786345,1.666389,BULL,BULL,STRONG,0.985904900534,1222350.0,113100.0,0.10196078,113100.0,1109250.0,0.907473,12,57,40,17,16,14,0,3,16,0
2023-02-21,96,136314575,126,PASS,122.530393,69.51407,22.922316,2.998151,2.114394,18.266666,2.044098,2.968603,1.702095,BULL,BULL,STRONG,0.987201365188,1131640.0,-90710.0,-0.07420951,,1131640.0,1.0,13,56,42,15,16,14,0,3,16,0
2023-02-22,97,132565185,126,PASS,122.984299,69.159198,23.236207,2.879609,2.333647,17.766749,2.008906,3.933079,1.666904,RECOVERY,RECOVERY,NEUTRAL,0.986554826161,1202340.0,70700.0,0.0624757,70700.0,1131640.0,0.941198,13,55,39,15,13,12,0,3,13,1
2023-02-24,98,131650347,126,PASS,129.052329,69.274838,24.131153,3.368344,2.115357,22.171789,2.185883,4.10333,1.701635,BULL,BULL,NEUTRAL,0.98285229202,1196830.0,-5510.0,-0.00458273,153340.0,1043490.0,0.871878,12,55,44,14,13,12,0,3,13,1
2023-02-27,99,122318638,126,PASS,120.669804,70.237642,20.954397,2.694583,2.14615,18.16122,1.982543,2.799059,1.69421,BULL,BULL,NEUTRAL,0.981177325581,1199320.0,2490.0,0.0020805,203950.0,995370.0,0.829945,12,55,41,14,14,14,0,3,14,0
2023-02-28,100,132360693,126,PASS,132.888861,70.242006,25.256769,2.855812,2.123276,25.815995,2.076566,2.814809,1.703628,BULL,BULL,STRONG,0.988259601361,1201140.0,1820.0,0.00151753,367820.0,833320.0,0.693774,16,54,38,17,14,13,0,2,14,0
2023-03-01,101,128592793,126,PASS,153.516722,70.387495,33.173539,3.781561,2.148508,37.429625,2.078662,2.807929,1.709403,BULL,BULL,STRONG,0.98361774744,1203900.0,2760.0,0.00229782,71020.0,1132880.0,0.941008,12,54,36,19,13,12,0,3,12,0
2023-03-02,102,137014169,126,PASS,141.300432,70.488147,28.774302,3.106178,2.163763,30.024164,2.118735,2.911211,1.713932,BULL,BULL,STRONG,0.984660336012,1231640.0,27740.0,0.02304178,453220.0,778420.0,0.632019,14,53,41,17,17,16,0,5,17,0
2023-03-03,103,139134012,126,PASS,118.008725,70.947437,18.516713,3.146094,7.301311,11.469468,1.988612,2.942574,1.696516,BULL,BULL,STRONG,0.983208141507,1091240.0,-140400.0,-0.11399435,,1091240.0,1.0,13,53,42,15,18,18,0,5,18,0
2023-03-06,104,136222650,126,PASS,135.219355,71.583095,24.326061,2.990082,2.256515,26.212711,2.06119,4.099581,1.69012,BULL,BULL,STRONG,0.98659718856,1260160.0,168920.0,0.15479638,168920.0,1091240.0,0.865954,13,53,45,15,18,18,0,5,18,0
2023-03-07,105,126146589,126,PASS,126.715127,70.579033,20.930522,2.922793,7.12277,18.76317,1.970926,2.760401,1.665512,BULL,BULL,STRONG,0.986708860759,1268180.0,8020.0,0.00636427,112720.0,1155460.0,0.911117,13,53,42,15,20,18,0,5,19,0
2023-03-08,106,134720331,126,PASS,115.788893,72.355451,20.30545,2.689158,2.110774,11.637989,2.016032,2.973369,1.70067,BULL,BULL,STRONG,0.983321176757,1152400.0,-115780.0,-0.09129619,,1152400.0,1.0,14,53,43,16,18,17,0,5,17,0
2023-03-09,107,131803539,126,PASS,122.711122,71.47766,20.613218,2.626331,7.406303,13.833708,2.034586,2.993267,1.726049,BULL,BULL,STRONG,0.984871296746,1150510.0,-1890.0,-0.00164006,,1150510.0,1.0,15,54,40,16,17,17,0,4,17,0
2023-03-10,108,126678314,126,PASS,131.303404,71.673636,22.363909,3.864766,7.648416,19.060601,2.103322,2.869993,1.718761,BULL,BULL,STRONG,0.98317961165,1246230.0,95720.0,0.08319789,95720.0,1150510.0,0.923192,14,56,37,16,19,17,0,3,18,0
2023-03-13,109,123016983,126,PASS,142.65541,72.107645,25.648745,3.79547,7.566937,26.985253,2.079218,2.774912,1.69723,BULL,BULL,STRONG,0.988132719787,1224760.0,-21470.0,-0.01722796,99420.0,1125340.0,0.918825,12,55,41,15,18,18,0,4,18,0
2023-03-14,110,123292424,126,PASS,155.895046,72.530854,28.524818,3.874149,2.107007,42.120527,2.149286,2.914406,1.673999,RANGE,RANGE,NEUTRAL,0.985095572224,1215450.0,-9310.0,-0.00760149,317140.0,898310.0,0.739076,7,53,40,9,17,16,0,4,16,0
2023-03-15,111,148574229,126,PASS,136.461387,72.215536,28.774768,2.855457,2.15253,23.368808,2.197795,3.134061,1.762432,RANGE,RANGE,NEUTRAL,0.987530502684,814310.0,-401140.0,-0.33003414,,814310.0,1.0,8,52,45,11,21,20,0,5,20,1
2023-03-16,112,132728136,126,PASS,142.668999,72.296044,26.219801,2.638313,7.69915,26.985298,2.120526,3.008554,1.701313,RANGE,RANGE,NEUTRAL,0.986773255814,1049260.0,234950.0,0.28852648,,1049260.0,1.0,11,53,43,12,20,20,0,5,20,0
2023-03-17,113,138881723,126,PASS,122.638463,73.213055,21.55487,3.371029,2.251015,15.64355,2.017915,2.855951,1.731078,RANGE,RANGE,NEUTRAL,0.985679493424,1221840.0,172580.0,0.16447782,172580.0,1049260.0,0.858754,11,52,45,14,20,19,0,3,20,0
2023-03-20,114,132449970,126,PASS,127.346134,74.060283,20.02455,2.811861,7.924918,15.839531,2.05585,2.878852,1.750289,CORRECTION,CORRECTION,WEAK,0.98656462585,1217650.0,-4190.0,-0.00342925,285530.0,932120.0,0.765507,9,52,41,11,18,16,0,4,18,0
2023-03-22,115,144062531,126,PASS,140.141126,74.061408,28.286338,2.913134,7.811004,19.977548,2.159514,3.176797,1.755383,RANGE,RANGE,NEUTRAL,0.990284879474,1120100.0,-97550.0,-0.08011333,,1120100.0,1.0,12,52,43,15,20,19,0,4,20,0
2023-03-23,116,145034881,126,PASS,123.977177,73.984941,19.603657,3.282579,7.941686,12.210289,2.098624,3.150779,1.704622,RANGE,RANGE,NEUTRAL,0.985084496694,1095520.0,-24580.0,-0.02194447,,1095520.0,1.0,11,52,43,13,17,16,0,4,17,0
2023-03-24,117,135762142,126,PASS,130.555436,73.827646,25.433209,2.878849,2.320584,19.485006,2.076001,2.836904,1.697237,RECOVERY,RECOVERY,NEUTRAL,0.988404384896,1232080.0,136560.0,0.12465313,136560.0,1095520.0,0.889163,10,52,39,13,15,14,0,3,14,0
2023-03-27,118,119724289,126,PASS,119.937063,73.760599,18.967171,2.528052,2.086196,16.02152,2.04787,2.82746,1.698195,RECOVERY,RECOVERY,NEUTRAL,0.987241798299,1233050.0,970.0,0.00078729,360860.0,872190.0,0.707344,10,51,43,11,17,17,0,5,17,0
2023-03-28,119,128368850,126,PASS,116.782792,73.87571,19.141426,3.039325,2.116182,12.098114,1.999853,2.836562,1.67562,RANGE,RANGE,NEUTRAL,0.989424951267,1312940.0,79890.0,0.06479056,221060.0,1091880.0,0.83163,9,51,44,11,14,13,0,4,14,0
2023-03-29,120,134061132,126,PASS,146.188933,74.548138,25.96107,3.050505,7.901974,28.059829,2.084605,2.889068,1.693744,RECOVERY,RECOVERY,NEUTRAL,0.986869671133,1339600.0,26660.0,0.02030557,256760.0,1082840.0,0.808331,8,51,42,10,15,14,0,4,15,0
2023-03-30,121,133905841,126,PASS,134.241425,74.578276,22.114029,2.89321,7.972388,20.08217,2.043284,2.857826,1.700242,RANGE,RANGE,NEUTRAL,0.982993197279,1275270.0,-64330.0,-0.0480218,315800.0,959470.0,0.752366,9,51,47,10,19,18,0,4,19,0
2023-03-31,122,137869459,130,PASS,110.110174,74.743192,16.216373,2.816905,7.990601,2.09039,1.751284,2.825791,1.675638,RECOVERY,RECOVERY,NEUTRAL,0.984040747029,1344760.0,69490.0,0.05449042,106100.0,1238660.0,0.921101,9,51,46,10,21,20,0,4,21,0
2023-04-03,123,136871768,126,PASS,104.187164,74.728523,16.431552,2.83144,2.078565,1.938286,1.690538,2.82243,1.66583,RECOVERY,RECOVERY,NEUTRAL,0.985462448684,1418920.0,74160.0,0.05514739,106100.0,1312820.0,0.925225,9,52,47,10,22,20,0,5,21,0
2023-04-04,124,133269452,126,PASS,134.820511,74.490695,23.883514,3.080493,2.076725,24.621378,2.084731,2.885531,1.697444,RANGE,RANGE,NEUTRAL,0.984871296746,1487930.0,69010.0,0.04863558,106100.0,1381830.0,0.928693,7,52,43,9,22,21,1,5,21,0
2023-04-05,125,136159137,126,PASS,119.707148,75.305481,14.575155,2.58568,8.054332,12.481618,2.028214,2.984404,1.692264,BEAR,BEAR,WEAK,0.984660336012,985730.0,-502200.0,-0.33751588,,985730.0,1.0,6,51,44,6,25,24,1,6,25,0
2023-04-06,126,135123567,126,PASS,122.680682,74.933754,19.88191,2.613557,2.192243,16.516354,2.008388,2.839921,1.694555,BEAR,BEAR,WEAK,0.98611995104,1513330.0,527600.0,0.53523784,527600.0,985730.0,0.651365,6,51,46,6,24,23,2,6,24,0
2023-04-07,127,125001133,130,PASS,110.863448,75.592115,16.156571,2.692938,8.130206,2.030539,1.71875,2.864949,1.67738,BEAR,BEAR,WEAK,0.987154391975,1584300.0,70970.0,0.04689658,530000.0,1054300.0,0.665467,6,51,44,7,24,23,2,4,24,0
2023-04-10,128,134512570,126,PASS,130.715688,75.553672,22.535604,3.078323,2.088655,20.797114,2.069846,2.882327,1.710147,CORRECTION,CORRECTION,WEAK,0.989567554361,1507460.0,-76840.0,-0.04850092,530000.0,977460.0,0.648415,7,52,46,8,24,22,1,5,23,0
2023-04-11,129,134794405,126,PASS,143.892802,76.024467,25.010208,2.900471,8.318597,24.910178,2.111584,2.929699,1.687598,CORRECTION,CORRECTION,NEUTRAL,0.98800783162,1496190.0,-11270.0,-0.00747615,536600.0,959590.0,0.641356,9,51,48,10,20,20,1,6,20,0
2023-04-12,130,129334881,126,PASS,142.946206,76.468035,23.399436,3.013068,8.314362,25.105372,2.088956,2.869431,1.687546,BULL,BULL,STRONG,0.98685045133,1492420.0,-3770.0,-0.00251973,354030.0,1138390.0,0.762781,9,51,40,10,19,17,2,5,17,0
2023-04-13,131,138298897,126,PASS,127.847397,76.417747,22.638344,2.814145,2.18337,16.760778,2.130446,3.183818,1.718749,RECOVERY,RECOVERY,NEUTRAL,0.981565471836,1278510.0,-213910.0,-0.14333097,,1278510.0,1.0,9,51,44,11,20,19,2,6,19,0
2023-04-14,132,127274238,126,PASS,137.571697,76.091907,22.663896,2.664364,8.491912,21.047497,2.071702,2.864229,1.67619,BULL,BULL,STRONG,0.981127034248,1487830.0,209320.0,0.16372183,209320.0,1278510.0,0.859312,10,52,40,11,21,20,2,6,21,0
2023-04-17,133,133464500,126,PASS,118.025801,78.168111,15.207319,2.557496,2.179286,13.042731,2.080636,3.046316,1.743906,BULL,BULL,STRONG,0.98113161729,1294740.0,-193090.0,-0.12977961,,1294740.0,1.0,9,52,42,9,24,23,2,6,24,0
2023-04-18,134,130953014,126,PASS,108.366398,78.153198,17.071659,2.58763,2.274378,1.878744,1.704543,2.949874,1.746372,BULL,BULL,STRONG,0.979476617398,1503460.0,208720.0,0.16120611,208720.0,1294740.0,0.861174,9,52,40,10,25,24,3,6,25,0
