business_date,run_age_bd,daily_dir_size_bytes,daily_file_count,day_completion_status,total_elapsed_seconds,elapsed_market_refresh_seconds,elapsed_morning_seconds,elapsed_sell_planning_seconds,elapsed_data_readiness_seconds,elapsed_submit_seconds,elapsed_execution_seconds,elapsed_current_valuation_refresh_seconds,elapsed_runtime_state_refresh_seconds,regime,market_trend_state,breadth_state,confidence,equity,daily_pnl,daily_return,cash,market_value,exposure,position_count,pc_member_count,bq_positive_count,capitalized_pc_member_count,prior_exit_lineage_row_count,reentry_suppressed_count,old_gt120bd_reentry_suppressed_count,unknown_context_reentry_suppressed_count,prior_exit_target_zero_count,positive_add_count
2022-11-09,26,110991988,126,PASS,98.356229,54.724776,18.165348,2.632976,3.066013,14.075907,1.734853,2.393412,1.562944,BULL,BULL,STRONG,0.981211524255,1134520.0,21870.0,0.01965578,80030.0,1054490.0,0.929459,9,53,38,13,9,9,0,2,9,0
2022-11-10,27,126633266,126,PASS,90.251891,54.886882,15.112631,2.340324,1.840572,9.999052,1.803902,2.677068,1.59146,BULL,BULL,NEUTRAL,0.976282838203,1036060.0,-98460.0,-0.0867856,,1036060.0,1.0,11,53,41,12,10,10,0,1,10,0
2022-11-11,28,115740767,126,PASS,103.495145,54.637516,24.520804,2.509464,2.041162,14.030956,1.709226,2.452149,1.593868,BULL,BULL,STRONG,0.97452369321,1133490.0,97430.0,0.09403896,97430.0,1036060.0,0.914044,11,54,41,15,9,9,0,2,9,0
2022-11-14,29,109301710,126,PASS,103.021886,54.725391,22.220235,2.674006,3.211376,14.467752,1.690299,2.435468,1.597359,RECOVERY,RECOVERY,NEUTRAL,0.982156862745,1127540.0,-5950.0,-0.00524927,223630.0,903910.0,0.801666,11,54,34,15,10,10,0,2,10,0
2022-11-15,30,125769307,126,PASS,113.287715,56.033712,25.213954,2.716234,3.521815,19.543443,1.912056,2.728283,1.618218,BULL,BULL,NEUTRAL,0.982663070132,777530.0,-350010.0,-0.31041914,,777530.0,1.0,11,53,35,15,10,10,0,3,10,0
2022-11-16,31,109544252,126,PASS,97.196442,55.623112,17.312639,2.593026,3.604741,12.370721,1.676955,2.444603,1.570645,RECOVERY,RECOVERY,NEUTRAL,0.979916625797,1118690.0,341160.0,0.43877407,341160.0,777530.0,0.695036,12,52,35,15,14,14,0,4,14,0
2022-11-17,32,105895726,126,PASS,100.571748,55.743468,18.514064,2.577558,3.596041,14.426513,1.715603,2.416922,1.581579,BULL,BULL,NEUTRAL,0.980866781581,1125340.0,6650.0,0.00594445,134560.0,990780.0,0.880427,13,51,37,15,12,11,0,4,11,0
2022-11-18,33,110374487,126,PASS,94.801816,56.051859,14.0938,2.563641,1.83719,14.518445,1.721942,2.45266,1.562279,BULL,BULL,NEUTRAL,0.980545991146,1137060.0,11720.0,0.01041463,131160.0,1005900.0,0.88465,12,51,33,13,11,9,0,4,11,0
2022-11-21,34,115155156,126,PASS,100.484142,56.153058,17.763682,2.671079,3.400062,14.69132,1.761128,2.443463,1.60035,BULL,BULL,STRONG,0.978876349362,1132730.0,-4330.0,-0.00380807,127070.0,1005660.0,0.88782,15,53,39,15,12,10,0,4,12,0
2022-11-22,35,117946570,126,PASS,98.324991,56.156384,19.479693,2.640161,1.857518,12.433872,1.725555,2.463851,1.567957,BULL,BULL,STRONG,0.983361921098,1158050.0,25320.0,0.02235308,32710.0,1125340.0,0.971754,12,54,34,15,10,9,0,4,9,0
2022-11-24,36,123798756,126,PASS,97.020271,56.356719,15.607951,2.390664,3.47353,13.055811,1.814824,2.706471,1.614301,BULL,BULL,STRONG,0.982777101096,1124690.0,-33360.0,-0.02880705,,1124690.0,1.0,15,54,39,15,15,14,0,5,14,0
